     phi1       Phi      phi2
  51.7317   41.6719     264.9
  119.952   35.3027       273
  124.894    48.961    265.31
  100.149   32.9862   268.512
  65.6012   37.6597   272.507
  94.9555   50.6845   275.142
  62.7416   50.1228   265.507
  75.3856   47.2917    245.46
  112.781   39.0266   256.626
  143.961    43.847   252.032
  74.6837   36.9398   262.759
  105.638   40.4728   283.665
   107.29    50.293   281.118
  114.389   29.4472   257.221
  124.471   26.0838   264.102
  133.715   34.0956   250.764
  96.2177   38.1109   281.033
  46.1464   46.7681   278.366
  117.237   45.9659   265.767
  137.481    59.205   240.821
  123.883   38.0232   261.126
  88.9666   44.2337   259.176
  85.4093   41.4141   260.111
  118.274   44.3424   238.716
  81.3885   42.3044   264.853
  48.4832   55.0616   271.668
  80.5495   44.2693   258.286
  114.133    49.046   268.266
  113.987    57.641   262.406
  85.0544   41.0303   253.642
   121.61   40.9443   260.948
  86.3963   52.5907   233.687
  127.112   54.1202   241.227
  103.185   50.9197   279.453
  91.6268   61.5931   270.676
  64.9095   60.8171   243.836
  59.6504    43.335   256.099
  58.5133   56.4196   255.979
  77.7582   50.3838   262.399
  119.672   29.2054   273.154
  95.1141   41.1023     254.7
  127.349   40.9963   268.037
  81.4564   39.6743   258.835
  111.503   58.9465   272.455
  61.2781   56.3675   272.108
  72.0576   36.7822   249.993
  83.7024   46.8746   244.819
   39.389   33.2113   273.819
  41.9129    30.463   286.415
  65.7742   46.2809   249.146
   51.768   34.8494   257.479
  87.2589   67.5765   272.123
  123.701   37.9314   271.744
   106.83    45.638   235.144
  67.2963   58.5492   252.261
  125.205   50.4654   272.164
  62.4427    45.994   278.216
  130.747   25.2659   228.763
  116.204   33.6597   251.677
  142.368   42.7146   247.096
  46.9929   32.7275   284.514
  125.966   43.7705     235.9
  104.798   46.6064   249.449
  89.9565   35.5761    277.55
  52.6112   44.8427   256.902
   124.32   52.6323   273.149
  124.474   50.1601   267.867
  98.3485   36.8721   276.255
  157.508   35.8417   227.292
   100.01   17.8815   282.574
  98.3918   57.4324   250.216
   68.222    33.011   258.589
  65.3006   48.9769   273.021
  48.5087   46.3098   288.454
  129.542   55.3007   251.995
  111.046   46.4338    253.26
  42.1517   35.4697   280.753
  64.9435    51.451   249.004
   125.46   39.3633   240.601
  112.297   57.1581   263.125
  110.457   49.1795   264.577
  77.3237   41.0211   262.165
  101.929    51.306   250.796
  88.3965   49.6088   273.449
  70.3647   59.1327   259.525
  76.5008   45.0955   268.768
  44.0364   37.1995   270.371
  99.7567   32.2644   249.778
   105.18   63.0477   259.267
  108.772   42.3022   277.936
  98.1009   39.0072   245.308
  66.2056   55.1098   287.811
  106.915   61.5526   269.502
  113.922   58.4514   286.433
  57.2195    42.528   254.026
  127.283   39.5269   260.247
  81.9948   40.1757   259.903
  56.4835    51.721   247.565
  71.2369   48.4224   261.441
  77.6398   50.3931    274.28
  79.9021   68.8941   275.586
   81.159   32.0404    264.26
  79.7297   51.2897   275.132
  76.0478    42.066   276.464
   81.122   47.1848   249.354
  99.1013   46.6801   272.423
  87.1971   34.3196       243
   46.166   44.3877   267.463
  61.7826   47.2198   257.946
  112.654   32.1768   260.967
   93.675   36.6337   260.785
  143.603   48.4847   246.509
  85.5959   55.7318   243.604
  122.687   54.4998   260.064
  105.611   48.5077   258.882
  115.343   50.0951   259.185
  101.313   47.6904   266.317
  101.181   46.3705    246.42
  63.6455    52.265   277.816
  123.136   45.3528   240.379
   45.417   56.3555   273.341
  130.051   35.3516   265.678
  87.5938   37.3789   273.929
  112.351   61.6426   260.872
  56.9296    49.994   288.721
  122.418   35.3405   275.966
  60.8439   47.0874   271.676
  114.936   52.0288   284.392
  124.176   38.5666   277.143
  116.284   60.5622   276.141
  96.5598    49.196   261.537
  89.7542   51.4545   265.654
  59.1756   36.7638   272.037
  96.2854   56.7041   269.154
  57.7804   41.5187   250.076
  83.2394   49.2916   263.648
  58.3512   46.4968   259.585
  118.099   35.4344   271.439
  104.871   42.3228   278.757
  56.0544   48.8322   265.541
  104.646   52.3876   257.191
  88.8937   39.6086   269.714
  74.8489   53.0851   264.352
  87.1137   40.2132    279.28
  41.3915   53.2556   282.034
  102.989   52.4031   258.019
  41.4287   55.0367   281.555
  108.394   50.1507   285.255
  64.4267   40.7231   268.116
  84.3023   32.6322   243.565
  81.6073   38.1941   257.497
  100.357   46.6981   248.964
  118.343   51.5983   272.563
  64.2794   51.7669   266.839
  133.882   42.1451   245.237
  30.5198   35.8096   296.105
  83.2744   40.0187   261.885
  59.6377   39.3848   247.996
  45.6511   47.8771   275.183
  138.933   46.0131   259.046
  89.5277   59.1006    267.48
  113.301   44.5988   264.127
  81.1017   49.3507   260.463
  66.1255   39.3583   268.164
  99.7455   42.9456   276.123
  80.4435   54.3415   260.773
  114.885   35.0909   275.983
  64.9662   39.4527   265.522
  123.131   44.4575   277.597
  91.3435   51.2415   265.171
  130.024   43.7368   265.622
  95.9394   46.0952   256.265
  123.512   40.1151   266.476
  111.153   34.4644    261.97
  123.627   42.7433   270.569
  136.117   34.0752   253.152
    60.79    29.304   267.074
  120.557   34.6295   267.771
  139.535   49.0274   233.377
  111.716   42.5727   257.632
   53.495   58.9814   269.459
   84.131   52.7827   266.123
  109.219   44.0338   273.259
  66.1262   43.9324   253.714
  96.7655   52.6413   260.604
  128.064   58.3744   273.528
  70.5361   40.6524   250.147
  49.4535   48.0997    263.48
  42.8921    49.316   284.311
  102.509   34.5663   283.183
  81.8565   34.4674   249.471
   60.334   47.9126   272.517
  64.5864   41.2566   283.288
  127.663    40.201    253.56
  82.7908   52.5839   283.978
  55.8839   53.4064   288.086
    116.2   58.5728   265.731
  125.847   30.1708   259.409
  61.1872    43.873   259.419
  123.211    45.013   260.184
  111.665   53.1649   235.969
   114.16   45.1164   251.892
  59.6722   66.9583   262.912
  87.8313   37.6819   251.008
  123.694   48.0551   278.081
  72.9547   44.9965   257.303
  84.3941   41.5653    253.18
  128.938   56.0475   252.207
   123.48   41.0177   264.421
  125.423   40.8718   272.078
  79.2829   44.3135   278.283
  121.989    41.489     261.5
  97.9099   56.0596   272.456
  54.1058   54.2907   276.857
  93.3396   52.7583   270.017
  88.7339   32.5362   240.389
  125.659   41.3543   247.329
   108.66   59.6727   255.993
  50.8903   39.2301    264.49
  100.937   39.3091   271.236
  129.704   50.9881   271.671
  60.9601   47.7491    261.15
  109.099   47.2418    271.85
  115.409    46.779   251.381
  151.079   22.0964   244.144
  277.165   86.9607   168.775
  333.472   81.3333   180.082
  274.959     93.48   166.219
  275.761   104.343   167.313
  286.138   96.6712   166.723
  282.287   98.3378   154.861
  350.239   72.6535   162.457
  284.798   77.1032   177.157
  290.374   98.4477   175.979
  322.498   88.2711   170.841
  344.684   97.9125   174.651
  336.964   97.7315   175.016
  309.885   82.4231    174.97
  284.115   84.4067   176.773
  311.056   93.8622   181.863
   321.95   94.4989   183.861
   281.64   103.099    173.26
  334.989   88.2913   177.547
  276.144   82.7217   161.779
   276.33   92.7083   184.673
   355.77   96.5006   172.409
  343.723   94.8771   188.587
  288.459   93.2527   178.742
  322.088   87.1998   184.231
  328.476   88.4721   171.183
  285.293   101.348   180.797
   303.12   92.4119   176.928
  341.541   87.2645   172.629
  310.279   94.4025   166.685
  354.711   102.141     189.3
  351.501   93.4757   186.823
  295.611   84.5415   187.896
  291.192   101.654   183.294
  278.149   105.167   172.982
  332.846   62.9333   157.791
  312.916   94.0751   173.568
  306.876   88.1794    185.76
  329.158   83.4503   168.112
  315.836   79.5664   166.166
  328.556    90.971   174.874
  290.186   88.5036   175.328
  340.687   90.6882    172.44
  329.013   97.8548    173.12
  335.952   88.5549   181.709
  343.976    102.96   172.558
  314.459    85.633   165.593
  269.576   102.575   167.918
  332.702   83.4363   177.796
  283.533   92.0767   180.694
  335.087   105.165   161.892
  327.748   81.1365   187.352
  356.525   80.0275    187.04
  314.848    83.813   180.774
  348.254   95.9791   170.835
  272.809   90.2486    180.09
  335.482   108.409   157.961
  310.575   105.726   176.605
  338.533   83.7644   183.732
  292.306   99.0377   183.225
  313.101    92.278   187.565
  286.282   100.096   192.871
  275.665   92.5017   168.654
  286.862   81.2045   166.575
  294.202   85.6511   181.337
  326.566   98.9275   178.559
  288.774   82.3948   194.852
  336.561   96.4702   186.748
  345.717   90.4499   172.414
  305.205   91.8688   177.527
  324.734   102.345    173.78
  296.584   85.3507   167.337
  355.441   81.1048   171.281
  275.325   89.0791   169.387
  326.232   88.8899   172.361
  310.937   96.7332   193.662
  306.839   94.3115   174.219
  351.686   83.5335   167.708
   332.74   102.907   165.157
  351.095   103.978   181.218
  277.176   87.7427   181.816
  331.652   99.0164   175.345
   291.49     80.87   175.785
  356.721   89.3052   176.883
  270.275    89.023   165.531
  296.504   82.6501   192.256
  331.624   75.7075   165.909
  281.263    72.173   181.004
   300.66   102.954    163.11
  276.221   97.8964   175.568
  339.327   83.4585   169.443
  302.201   93.4089   186.743
  298.982   75.3872   183.227
  320.066   85.2686   185.984
   353.84   95.8854   175.605
  316.039   89.0781   186.724
  352.041   93.1264   168.838
  296.233    103.79    173.41
  337.873   91.9821   182.905
  279.139   87.7929   170.926
  345.052   94.6744   159.779
  359.447   86.7335   164.478
  309.392   72.9425   181.866
  304.709   82.4326   190.868
  271.155   69.5145   177.509
  316.567   108.908   180.925
  343.611   94.5531   182.034
  340.227   84.3218   164.333
  321.578   88.5372   183.034
  290.914   88.6601   169.962
  299.844   93.4121   180.317
   322.86    88.133   174.136
  275.373   95.1675   178.259
  324.876   87.4561   172.709
  274.704   96.0159   178.164
  355.438   77.7015   166.657
  357.875   84.2047   170.413
  346.951   90.3266   167.129
  354.508   89.5884   181.106
  356.881   93.2095   180.729
  281.304   98.3157   164.164
  275.027   90.0103   185.043
   280.34   84.5076   171.469
  352.761   83.2506   181.274
  283.753    87.686   173.267
  308.665   74.2517   180.098
  305.983   93.9309   174.659
  307.698   83.9968   177.756
  282.348   98.9555   163.896
  298.508   81.7307   177.066
  274.341   100.172   179.017
  348.043   76.9114   187.014
  327.798    93.594   165.687
  338.009   87.8108   174.368
  344.567    101.12   177.017
  332.025   96.1352   167.973
  323.981   71.5644    172.92
  339.907   85.3176   159.536
  291.538   75.2349   166.522
  315.904   67.5752   171.922
  320.061   103.959   171.645
   291.21    84.618   188.956
  306.411   102.157   178.476
  347.995   76.6277   163.013
  276.468   89.8243   175.185
  305.977   98.2885   168.665
  280.224   82.4647   165.089
  332.241   98.9948   162.985
  322.247   94.7767   186.415
  315.845   101.359   170.731
  304.412   89.7083   171.261
  334.007   88.2616   185.125
  330.067   91.1627   165.956
  277.122   115.751   187.373
  343.527   85.6234     182.8
  353.244   95.8402   172.323
  286.302   98.1512   174.601
   287.41   93.8561   165.457
   308.96   85.1433   177.342
  284.855     87.67   175.549
  355.864    102.58    169.78
  327.607   87.6047   169.236
  295.846   90.8298   188.757
  330.799   78.9356   197.759
  274.118   70.8391   173.681
   357.12   82.9836   185.985
  318.257   96.2143    162.55
  327.962   114.474   170.294
  289.058   85.7293   158.397
  270.742    80.116   180.281
  314.057   91.1674   181.119
  330.827   83.2773   178.693
  354.576   83.0022    176.81
  347.322   80.4599   169.085
  271.508   93.6408   174.398
  327.035    89.063   173.788
    276.9   92.4303   177.013
  351.634   100.419    178.43
  350.354   87.5078   171.627
  328.724     99.97   181.875
  296.607   98.7179   176.749
  326.794   92.0139   165.378
  288.376   86.8013   170.692
  286.095   79.6766   184.322
  331.798   90.7977   182.758
  359.549   85.1233   182.257
  298.466   94.8568   181.304
   344.11   102.842   170.293
  342.765   95.9588   162.956
  334.372   98.4093   188.607
  350.537    103.05   188.555
  348.191   92.6566   188.505
  333.306    102.69   173.252
  280.235   96.3066   167.048
  342.962   89.8448   173.531
  346.187   67.4881   181.548
  346.368   93.3871   181.289
  309.946   87.8975   178.114
  307.054    90.435   179.498
  323.266   80.0219   190.064
  306.505   91.9618   176.586
  278.236    87.101   163.739
  300.873   87.4655   178.562
   341.58   89.0664   170.028
  338.208   79.7071   167.137
  301.784   88.0382   183.043
  343.883   91.1526   179.402
  287.992   70.9622   190.271
   335.26    72.122   183.809
  337.624   94.5461   163.183
  321.272   82.2296   159.287
  276.397   67.4031   178.227
  278.314   87.2239   180.326
  278.239   77.0073   172.061
  301.295   84.9379   172.214
  352.526   104.218   183.314
   312.66   88.4006   182.445
  354.817    94.395   176.069
  302.157   91.1984   181.267
  341.916   85.1141   160.328
  291.347   86.5378   162.504
  285.878   90.1823   187.367
  293.863   79.7985   184.948
  272.019   102.066   179.825
  284.918   109.138   178.558
  279.289   81.9606   182.562
  271.569    94.351   185.016
  318.406   79.4211   153.773
  354.116   98.1839   176.836
  308.943   77.8254   191.895
  284.725   73.3879   173.223
  355.186   90.3665   166.999
  296.506   96.6729   167.743
  327.009   95.8645   202.067
   331.43   93.3053   188.336
  354.039   84.1913   185.716
  287.876   107.194   176.949
  328.573   79.7548   192.118
  318.572    81.811   182.195
  324.983   102.372     176.6
  271.928   86.4033   178.942
  354.915   89.5751   164.839
  351.678   88.0882   169.415
  332.205   100.996   175.978
  352.473   85.4769   199.945
  344.159   113.342   191.393
   314.12   73.2512   175.372
   289.01   96.1539   185.735
   295.85   91.8209   167.726
  288.946   102.711   163.427
  346.238   75.8461   175.438
  327.721   83.5472   180.018
  279.564   103.978   175.629
  278.866   77.5997   179.737
  331.724   85.0549   191.091
  336.921   80.4762    167.04
  335.425   86.9609   171.863
    300.5   91.6375   178.764
  317.196    78.514   178.643
  319.203    91.671   167.031
  292.918   76.9382   167.911
  304.315   92.0012   172.699
  273.519   98.0138   177.946
  313.492   93.8703   189.981
  328.257   73.9125   165.333
  343.053   98.6761   170.878
  308.189   86.7729   188.632
  304.904   97.8176   155.974
    335.9   81.4734   159.997
  351.612   95.0762   153.728
  274.283   86.9941   181.938
  349.055   91.9023   180.688
  303.496   91.2711   180.421
  269.332    76.754    180.55
      294   85.8717   174.092
  308.951   91.6734   166.021
  312.851   81.1472   150.713
  306.523   98.9444   184.157
  311.548   91.6339   164.907
  309.352   98.0182   171.661
  294.872    81.292   181.928
  329.334   92.9437   169.779
   295.34   90.1978   192.117
  273.091   91.8046   173.842
  281.981   85.0564   176.838
  335.398   97.6293   185.332
  315.962   94.2739   182.381
  355.257   79.0588   183.017
  295.922   71.6659   181.195
  344.982   80.6631   170.757
  326.561   84.5297   175.467
  336.619    83.485   174.243
  327.431   88.9333   172.013
  312.568   80.8271   184.196
  297.046    92.717    162.85
  329.576   79.6205   188.545
  276.204    87.337   161.858
  356.181   97.1968   181.207
  319.676   99.5705   176.426
  336.191   75.9099   165.265
  296.852   101.051    160.06
   356.31   101.762   177.342
  290.568   92.2642   169.818
  352.137   97.1202   160.079
  358.415   100.441   174.258
   348.79   86.5986   157.073
   319.43   85.3529   173.512
  315.546   85.9529   169.657
  289.943   99.0621   177.634
  324.619   84.4529   163.863
  271.748   86.2793   184.681
  307.576   86.3866   172.285
  279.703   86.3849   176.403
  348.589   99.6332   178.902
  339.707   99.1149   170.537
  281.667   87.7226   171.597
  324.717   80.7328   173.926
  317.669   96.1287   176.379
  299.883   84.0751   169.217
  322.609   100.603   172.094
  277.163   94.8804   160.092
  323.647   81.1462   173.409
  276.827   93.5531   158.839
  346.307    98.694   161.316
  291.967   94.6176   176.236
  292.926   91.8304   192.645
  301.308   91.7862   182.866
  313.764   81.5399    182.44
  348.572   89.8776   165.931
  290.866    86.407   168.787
   344.04   84.0357   187.092
  279.025   111.781   171.051
  306.266   92.2456   179.581
  271.894   87.3293   186.981
  277.627   93.7701   167.571
  359.874   86.4932   177.015
  317.071   81.7944   163.029
  337.869   89.9827   175.322
  303.228   84.6893    174.01
  293.791   95.5607   177.227
  332.722   97.3063    171.09
  303.202   81.1694   170.435
  348.832   101.916   177.543
  290.683   94.2752   178.313
  356.941   97.2222   169.255
  316.804   85.8324   170.074
  355.663   91.3289   175.198
  314.842   85.1451   178.503
  349.895   94.2554   177.409
  334.495   96.3336   183.353
  352.791   94.4952   173.634
  352.514   93.4493   187.425
  288.759   101.866   185.178
  348.361   98.5671   180.913
  340.459   74.1961   191.859
  331.513   88.4748   179.999
  282.194   83.1372   161.976
  310.304   85.2965   168.441
  340.157   95.0836    171.45
  283.005   85.7437   181.263
  319.242    82.329   171.699
  359.046   86.1857    160.19
  284.531   87.0237   185.127
  273.627   87.1523   173.209
   280.36   98.5318   162.419
  341.923   105.639   175.669
  295.281   91.9417   188.902
  290.586   92.2083   168.787
  302.654    102.22   169.743
  344.315   88.6714   183.582
  319.704   96.5434    159.79
   294.94   98.8893   157.331
  342.626   81.0601   164.451
  347.535   98.5731   187.297
  282.337   88.2804   178.223
  344.947   87.7801   177.067
  315.291   71.1317   188.261
   329.71   84.0336   181.596
  285.785   73.4483   160.021
   302.46   89.7837   186.353
  357.496   95.3798   166.126
  292.575   86.4649   178.624
  300.779    87.427   182.969
  345.904    75.353   174.832
  348.319   92.6689     177.7
  355.787    96.472   174.416
  313.562   97.6954   169.088
  344.666   90.9967   178.766
   328.17   86.9575   162.555
  286.896   90.8859   161.692
  321.998   87.5956   166.357
  294.722   91.1312   194.209
   337.45   85.4303   186.301
  328.926   74.5225   169.895
  275.853   93.9664   178.933
  330.841   97.0576   175.974
  359.373   89.7375   166.846
  283.486   86.2201   174.709
  338.933   92.2619   169.618
  330.683   82.4659   180.927
 0.779302   101.166   197.572
  135.328   43.3117   94.0325
  197.004   54.9287   87.6366
  135.722   36.6515    90.659
  149.682   30.0289    74.763
  150.381    34.637   86.3233
  133.883   26.0187   102.702
  195.553   52.2708   111.354
  144.381   56.1881   93.6471
  163.087     40.36   74.1417
  183.309   43.6132   90.5049
   216.12   39.6523   76.0549
   208.45   40.0472    75.925
  170.395   50.7304   91.4389
  147.016   50.4413   87.9997
   183.08   47.7917    74.221
  195.351   48.9916    71.929
  157.721   35.4786    70.521
  200.749   48.2008   83.6919
  124.963   42.9951   105.958
  148.884   50.7165   73.1613
  224.413   38.8531   80.0238
  219.223   52.6054    67.999
  158.387   45.7542    77.563
  191.122    53.859   78.9103
  189.705   43.6859   89.9401
   162.94   42.6063   66.4551
  171.337   44.9365    80.124
  203.113   45.5474   89.5337
  172.308   36.2666    89.046
  235.414    49.359     59.58
  225.459   51.9778   70.7295
  165.158   58.3632   78.4648
  169.971   44.5248   64.2073
  156.591   34.1327   67.7285
  171.224   59.6968   120.554
   180.23   41.3342   81.6219
  177.227   54.3905   76.7686
   184.59    45.728   97.7858
  167.458   47.9038   102.929
  194.351   44.4164   83.6151
  154.578   46.4806   85.6169
  204.499    42.902   86.4045
  199.427   38.5105   77.6431
  204.398   51.0707   79.7219
   219.51   34.9906   71.3853
  168.817   42.5033   98.9468
  141.583   31.5641   76.8265
  195.778   51.8446    87.894
  153.698   48.0042   77.0824
  205.496   25.3803   80.2839
  195.496   60.2088   81.8522
  223.642   60.7318   83.0308
   180.07   53.6366   84.8958
  215.258   38.0432   82.3352
  141.404   48.7361    79.465
  207.421   20.4151   79.8577
   191.21    36.861   63.8503
  205.494   55.7892   82.4403
  168.864   45.8677   67.3741
  186.619    53.284   71.3928
  166.262   53.4158   59.6344
  137.815   38.9945   88.7439
  139.672   46.7329   101.277
  160.754    52.759   82.7609
  201.056   42.1288   71.2602
  160.579   65.0702   75.3765
   212.47   50.1961   67.6343
  209.333   43.0563   86.6737
  173.393   45.7441    80.133
  200.234   36.3216   71.0969
  152.425   43.7338   97.1039
  212.349   49.4746   96.2273
  135.476    42.055   91.3596
  188.688   44.1601   88.2739
  189.037   55.8175   62.6773
  174.798   41.6546   80.6981
  206.798   45.4283   98.1773
  202.913     29.26   79.6585
  231.379    41.602   62.7779
  145.199   51.6919   80.4057
   204.55   39.5172   74.0258
  151.806   52.4354   91.9407
  222.709   47.0183   83.3324
  126.825   39.7048   96.0337
  167.284   62.9022   76.9455
  181.325   51.0958   105.801
  141.673   62.3489   94.0245
  168.956   27.7172   82.3146
  148.187    40.375   75.1991
  195.943   46.4992    96.295
  176.085   51.9533    70.857
   162.01   61.3699   89.7923
      189   56.4463   79.2868
  224.029   41.6672   77.5479
  187.345     54.57   75.1648
  214.875   38.6582   87.8541
  173.206   35.2186   69.3848
  209.118   49.7743   75.3224
  139.695   44.0315   90.8617
  199.871   31.7622   98.3899
   213.39   40.9678   99.4026
  170.651   62.3046   92.7536
  174.763   61.9796   78.1241
  128.196   62.3566   98.8098
   201.95   39.0969      56.2
  216.216   47.5041   73.3403
  192.557   42.9087   101.556
   190.74   52.0793   78.6252
  151.259   42.7465   91.1099
  170.755   46.8649   76.0073
  186.147   45.9226   87.1631
   146.51    44.165   75.9046
  186.636   45.4572   89.2718
  146.479   43.5623   75.0321
  206.665    49.746   103.675
  215.752   46.4884   94.6147
  205.996   39.6542   92.8043
  223.256   49.9352   79.2337
  227.863   47.3121   75.8682
  144.826   31.6928   87.5827
  146.078   52.6762   75.5714
  139.275   46.9042   93.2242
  218.004   54.3854   84.9569
  146.094   45.6603   88.4757
  169.191   60.2042    93.239
  173.922   42.2353   80.6811
   171.05   51.4088   87.4414
  146.322   31.0473   87.1008
  160.184   52.6169   90.0245
  150.178   41.7882   69.3464
  213.932   62.8587   85.6153
  188.148   36.2197   91.2133
  201.254   46.3156   87.2362
  220.402   39.6299   69.8367
  196.849   35.8899   85.4412
  178.164   58.1707   101.486
  187.657   39.6521   107.071
  141.615   51.8013   105.444
  167.998   61.0007   104.923
  196.287   33.6948   70.8027
  161.306   59.1206   77.5996
  183.925   40.2538   67.2635
    195.3   48.9453   108.452
   141.66   45.4425   84.4637
  173.572   34.8951   81.9366
  132.273   44.8803   102.066
  195.305   30.3993   88.3246
  196.888   50.8882   69.6819
   188.38   34.4853   75.5022
  166.578   42.8145   88.6553
   204.09   53.8499   77.1922
  188.647   38.2681   93.4235
  169.989   42.2546   43.1234
  210.918   53.8446   81.5443
  221.219   39.2283   80.8973
  157.934   39.4645   75.8103
  147.768   35.8712   91.2225
  172.673    50.294   86.8082
  148.859   47.2322   86.1965
  229.215    33.007   74.7566
  186.604   43.0955   92.9198
  169.007   55.1049   71.9477
   202.68    69.463   76.4029
  128.658   59.1758    101.27
  224.954   57.9645   81.3184
  177.825   32.2038   92.4827
  219.637   27.8682   53.3984
  135.711   38.7671    108.37
  133.829   55.9491   88.4772
  183.835   48.9143   77.6478
  194.424   52.5716    87.212
  216.733    51.501   89.1871
  202.029   48.7289   99.0524
  139.035   42.2382   81.2606
  190.695    45.008   86.6202
  145.184   44.9872   80.0251
   227.44   41.1716    69.528
  211.291   44.7047   90.3689
  205.554    44.243   67.3063
  169.991   40.8059   73.1064
  185.493   37.2422    93.293
  148.083   44.6386   92.0324
  151.513   59.0413   85.4612
  202.201   50.4088   76.6402
  226.358   53.7887   82.4545
  170.944   46.7421    73.615
  218.126   33.2547   73.8292
  202.523   32.6584   92.2065
  212.214   50.6805   64.2212
  231.789   48.2818   58.9922
  222.304   53.8189   70.3233
  208.911   35.7014    71.109
  144.408   35.1232   86.3636
   206.98   44.2665   86.1128
  205.528   66.2727   96.9218
  217.766   47.6358   75.2056
  175.823   48.8816   83.5419
  175.429   48.1691   79.8031
  191.973    62.946   80.7712
  174.172   44.9843   80.9209
  131.661   40.2529   100.032
   166.77   49.5041   83.5393
  202.269   42.4803   90.6462
  190.797   48.2921   101.742
  170.659   52.4135   79.0938
  212.688   47.6228   79.1627
  153.855   69.2481   87.9004
  197.523   64.1506   91.8175
  196.267   33.8957   93.5155
  167.136   42.2971   109.531
  133.333   64.4449   99.6337
  145.159   50.9463    82.185
  133.851   53.2322   98.5389
  161.089   47.0423   92.0657
  233.617   43.2567   60.9932
  181.422    51.725    79.247
  224.044   42.9832   78.7926
  172.037   49.0078   77.4891
  190.449   40.2041   106.135
  143.113   40.0631   102.114
  158.091   54.3916   73.6103
  159.702   59.3964   84.8584
  149.976   41.4181   66.3042
  170.145    36.968   57.3771
  144.683   56.2001   84.9806
  145.362   50.0057   71.1873
  156.741   42.8508   118.552
  227.055   41.1948   73.6794
  177.778   65.7454   81.2893
  139.811   56.8345   99.9755
  214.141   39.5414   92.9234
  161.661    35.348    85.066
    206.3   63.4101    58.507
  205.868   53.3031   69.7912
  222.302   56.9586   80.4646
   170.36   36.4513   61.4246
  198.192   64.6507   79.5227
  183.672   56.0477   85.4162
  201.908   38.5965   68.5414
  137.429   50.5171   84.1863
  211.178   38.8502   96.3947
  211.158   42.8338   92.2685
  207.408   38.8592     70.91
  227.246    67.292   69.3675
  234.209   46.4885   44.7255
  170.834   58.1522   98.0937
  164.331   49.5438   68.7195
  156.617   38.8906   90.5667
  157.219   28.1093   82.2627
  204.017   56.1251   96.1633
  192.326    53.294   85.7919
  157.806   36.9367   67.1562
  140.475   57.4498   90.9768
  202.993   60.4889     75.65
  189.797    47.594   101.289
  196.194   45.2721   90.6235
  169.269   46.8231   79.2387
   178.45   56.0561   91.2128
   179.21   38.5552    91.567
  144.951   51.0378   102.843
  169.324   42.1448   84.7721
  146.889   42.1764   72.8929
  188.856   54.3214   68.0489
  176.736   52.3944   107.531
  212.749   36.2827   78.9512
  179.161   57.5009   75.8863
  157.658   27.0461   101.234
  182.189   43.2856    109.09
  198.328   28.3214   108.335
  141.942   52.2848    81.006
  219.097   48.1115   77.2675
  172.961   48.3159   78.1445
   131.14   58.6085   90.9426
  155.815   47.5589   89.3074
  168.001   37.9103   92.8237
  147.972   40.3289   122.155
  183.345   46.6876   66.7829
  169.465   37.2484   94.2929
  178.935   37.2989   78.9509
  159.561   56.2289   86.0829
  192.809   39.4346   86.9638
  169.448   58.1852    70.172
  138.783   43.0961   83.7924
  145.296   50.0109   87.3609
  211.634   48.3831   67.4004
  188.529   47.9481   73.3564
  219.619   58.5732   87.0337
  156.293   62.8528   94.2388
  201.228   49.5209   97.1198
    188.6   49.4729   89.1437
  197.159   49.4546   91.2541
  189.645   43.8942   88.6011
  178.414   58.1474      84.6
  153.703   35.1415   95.9506
  197.341   62.0982   82.2311
  127.779   39.0443   102.316
  230.426   45.2679   71.0849
  193.696   40.0444   72.3375
  185.373   50.6131   106.373
  159.097   26.9349   89.8377
   232.94   39.5381    68.721
  153.515   39.9564    87.648
  209.747   29.9648   95.1031
  232.124   37.8062   73.2229
  194.329   37.4051   109.674
  180.491   47.5651   90.3601
  173.835   44.6482   93.9345
  164.103   41.3082   71.8964
   176.55    42.549   102.036
  140.523   54.8028   79.4005
  168.315   45.9825   90.7009
  143.501   48.7494   86.5687
  223.879   41.9997    70.108
  209.618   35.7417   78.7517
  142.723   44.5228   90.2007
  183.559    51.372   93.8487
  188.532   42.1068   76.5335
  156.655   45.8702   96.0347
  195.187    36.007   75.1318
  132.559   31.7729    97.681
  182.295   50.7303   94.0278
  129.466    32.174    101.04
   207.15   29.5202   91.1836
  161.479   42.9648   78.3857
   168.05   57.6703   68.2404
  172.405   49.8667   75.5542
  178.886    56.411   85.4413
  206.139    39.264   94.7213
  148.681   43.7551    94.514
  212.946   58.0878   79.5299
  166.237   29.4676   58.1454
  175.936   47.0449   77.8777
  142.379   55.8721     76.62
  139.902    37.329   88.6599
  224.159   49.0964    85.886
  166.716   44.4092   105.049
  203.267   45.4286   84.1702
  164.276   48.3908    90.444
  164.667   43.1192   76.3984
   201.19   37.3385   80.4493
  159.434   48.9247   97.0631
  225.708   39.6173   68.3492
  161.145   44.7709   76.8429
  223.913   36.0478   82.6035
  175.376    45.001   93.5786
  221.945   44.4014   82.9253
  179.333   51.0973   85.7338
  219.821   44.0914   77.6886
  209.002    47.503   70.3396
  220.505   41.0989   81.0845
  226.693   52.4804     70.31
  168.271   46.0004   62.6196
  223.606   44.2389   69.7347
  208.123   68.1368   84.2571
  198.921   49.8557   81.2839
  131.439   42.7267    105.41
  167.117   44.4293   95.8757
