     phi1       Phi      phi2
  186.803   92.2752   172.303
  260.965   93.6332   164.295
  260.219   86.8948   177.232
  237.482   97.0315   164.689
  206.301   91.9901   166.012
  237.126   80.6483   172.695
   198.15   85.9626   177.942
  197.828   99.4302   185.202
  241.686   98.0217    173.93
  270.192   97.4943   179.654
  207.908    96.545   169.847
    255.1   85.6685   161.857
  254.005   78.2852    168.65
  242.303   103.719   166.077
  257.358   103.455    161.31
   257.54   103.755       172
  243.632    88.553   162.041
  191.084    82.359   168.372
  252.958   88.7959   174.891
  258.806   96.2914   197.391
   255.98   96.5414   171.326
   220.07   93.3757   176.842
  217.018   94.7618   174.299
  235.985   105.091   185.074
  216.442   91.8497   172.773
  187.673   79.0177   177.689
  211.042   93.8229   177.276
  251.503   85.2932   175.672
  246.842    82.524   185.118
   212.07   98.3028   176.718
  253.789   94.6655   173.579
  203.173   104.666   194.441
  248.066   98.6316   192.825
  248.552   78.4838   170.096
  229.132   74.6963   182.794
   187.74   93.2229    197.37
  188.585    95.584   177.525
  187.637   87.3941   187.742
  211.072   87.4887   179.803
  260.405   98.3133   160.364
  222.876   97.7067    176.35
  264.715   91.3293   170.339
   212.02   96.5304   173.529
  250.663   75.6461   179.779
  200.597   77.7913   178.278
  195.837   102.631   174.549
  205.691    100.05   185.098
  180.953   94.9769   162.623
  193.663   93.6112   155.558
   190.39   97.7488    182.85
  180.781    100.25   170.314
  224.383   69.4101   186.046
  263.817   92.0787   166.546
  222.669   106.762   187.459
  194.293   88.5507   191.353
  265.236   82.2633   174.366
  207.323   83.0548   168.013
  233.986   117.177    168.14
  240.631   103.578   171.335
  265.164   100.923   180.652
  197.222   92.1141   157.529
   241.76   107.096    185.46
  229.641   97.3831   182.994
  234.584   91.8214   162.357
  182.192   94.1977   178.342
  264.841    80.104   175.167
    261.5    84.682   176.656
  241.968   91.2197   163.737
  264.599   115.126   179.733
  247.398    105.26   150.487
  224.303   90.6091   191.485
  197.817   100.935   168.467
  206.074   82.9935   172.901
  201.466   78.9718   161.781
   256.41   90.6812   188.891
  238.316   95.2489   181.216
  189.348   90.8665   160.756
  189.942   94.8844   187.182
  243.173   106.293   179.888
   245.64   82.4115   184.344
  245.273   87.1312   177.779
  210.385   94.0263   173.094
  227.975   93.8291   186.248
  229.429   82.2989   173.049
  201.368   83.3527   187.887
  214.386   87.9642   172.733
  183.071   93.1789   166.709
  222.438    105.21   170.725
   235.63   80.9687   191.031
  253.636   86.1869    166.04
  218.987   103.874    178.06
  217.549   71.4196   166.485
  243.667   75.4282   183.548
  263.558   69.0792     169.3
  184.663   97.1929   177.765
  258.857    95.949   172.823
  213.369   95.6843   173.458
  180.668   95.6591   188.048
  203.954   89.3584   178.864
  219.208   81.2887   173.043
  218.927   66.2811   184.413
  215.046   99.3055   165.671
  221.831   80.1752   173.077
  219.781   86.9555   166.706
  205.966   97.1091   183.512
  239.589   85.0504   171.781
  205.278   107.381   174.528
  183.119   89.1069   172.931
  192.162   92.0944   179.683
  243.975   100.502   166.975
  225.389   97.6235   170.424
  266.839   98.1295   185.789
  207.962   96.1303   193.179
  254.335   86.0742   184.095
  236.631   90.7283   180.206
  246.563    89.511   181.251
   237.38   87.2783   175.803
   224.09   99.3379   184.033
  207.618   78.1282   171.959
  242.111   103.579   185.417
  185.595    77.137   177.467
  265.367   96.4205   167.493
  229.394   91.6671   165.161
  243.866   80.8173   189.013
  209.726   75.6021   163.321
  265.778   92.5521   162.962
  200.763   85.0865   172.463
  263.994   75.4593   167.378
  268.502   89.5299   164.294
  257.708   72.3692   178.305
  229.331   88.7807   179.384
  225.187   84.9342   178.799
  199.486   92.8625   165.662
  233.555   79.1793   180.383
    182.4   99.9243   178.513
  217.422   87.5545   178.352
  189.808   91.6642   178.352
   257.89   94.1077   165.077
  250.373   85.8542   165.597
  191.542   86.8641   177.016
  234.587    89.201   184.004
  227.493   91.6344   168.604
  209.311   84.5108   180.688
  233.096   87.4038   164.122
  188.436   75.4103   169.692
  233.443   88.6896   183.592
  187.838   74.1343   171.042
  258.372   76.7375   165.801
  201.846   91.4955   170.116
  202.334     107.9   172.812
  211.053   98.1261   172.931
  224.904   97.6205   183.272
  258.553   81.1953   174.859
  200.492   84.0627   178.348
  255.344   102.288    180.84
  190.394   86.5792   152.913
  216.075    94.842   172.482
  182.474   102.231   177.468
  188.101   82.8513   170.936
  270.013   92.2756   178.245
  225.377   78.4146   183.113
  247.869   90.5869   174.753
  213.161    89.277   180.047
  203.549   92.4795    169.17
  243.186   86.3843   167.415
   212.54   85.7506   183.591
  258.252   92.7467   162.805
  200.415   93.5673   170.452
  267.632   84.5627   167.481
  226.465   85.3507   178.917
  265.652   90.4622   173.407
  225.161   93.7534   179.601
  259.696   92.6664   170.476
  243.538   98.5647    168.33
  262.878   88.9013    170.24
  261.738   102.666     171.2
  196.589   100.217   162.676
  257.438   96.1082   166.119
  255.256   106.458   191.234
  241.653   95.2617   176.267
  190.644   77.3331    181.77
  219.786   83.7264   179.468
  250.448   86.7276   169.644
  193.492   96.5093    179.02
  228.836   86.9907   182.417
  268.057   75.4872   178.676
  195.077   100.378   177.761
  183.552   88.4751   177.584
  192.215   77.8216   166.006
  251.671   90.8986   159.094
  204.791   104.158   172.733
  200.816   84.0558   172.515
  213.713   85.1206   162.471
  254.522   98.8436    176.08
  231.446   75.1536   167.965
  207.713   72.8115   165.427
  251.011   79.8421   183.819
  255.633   102.418   165.955
  192.442    93.486   176.458
  255.037   92.3295   176.957
  229.739   102.786   194.103
  240.426   96.8228   180.745
  191.506   75.9083   191.816
  212.504   101.618   174.956
  268.309   81.4284   169.295
  202.816   93.8811   178.279
  211.152   98.2253   177.335
  255.929   90.0929   189.383
  258.181   92.9613   172.063
  265.823   89.6822   168.263
  224.321   84.4034   167.003
  254.596   94.0294   173.736
  237.513   77.8371   177.848
  197.102   76.9576   173.826
  231.644   81.6291   177.166
  204.322    109.47   173.536
  248.384   101.528     179.4
  237.632   85.3351   190.266
  185.562   94.1869   170.759
  240.689   91.2286   167.676
  269.337   82.1103   175.001
  193.484   89.9739   178.516
  249.136   84.8863   172.465
  241.498   96.1377   182.313
  266.117   112.381   162.646
  148.007   132.606   273.395
  202.044   144.824   268.859
  143.091   126.424   269.127
  138.202    119.53   259.019
  152.311   124.622   265.832
  153.725   114.663   273.298
   234.87   134.998    294.81
  160.118   145.169   277.759
  149.296   129.535   255.855
  191.253   133.337   270.206
  204.904    129.11   257.605
  197.004   129.481     257.4
  180.914   140.254   272.861
  152.133   140.329   268.679
  167.636   136.742    253.36
  176.243   137.378   250.435
  140.442   124.238   254.809
  199.183    138.19   263.568
  152.928   129.471   283.385
   130.96   139.313   250.954
  218.372   128.697    260.95
   192.88   139.536   244.093
  148.163   135.296   257.431
  181.308   143.456   256.824
  196.884   133.461   269.687
  138.768       130   248.643
  164.837   134.752   260.149
  209.948   135.343   269.609
  177.648   126.148   267.892
  199.621    133.38    238.39
  203.413   139.849   247.537
  153.327   147.811   254.682
  142.262   131.048   245.706
  136.311   122.451   253.521
  226.266   134.433   309.775
  176.086    131.26       262
  163.711   143.625   253.783
  202.958    134.23   277.776
  193.575   134.823   283.801
  192.783   134.406   263.638
  155.858   136.473   265.664
  206.777   132.879   266.286
  190.392   128.162   259.124
   196.45     140.8   258.561
  203.354   123.914   255.555
  187.775   130.916   277.415
  132.323    121.23   259.904
  200.881   141.734   268.747
  142.343    137.44   256.321
  200.571   115.298   262.627
  189.708   150.082   259.714
  220.158   150.687   261.697
   180.34   143.636   264.953
  212.211   128.004   262.859
  133.441   138.461   258.759
  202.218   110.338   262.923
  165.713   124.088   249.771
  201.416   145.722   261.364
  144.684   133.238   247.639
   164.98   141.258   247.542
  128.094   136.648   234.986
  142.966   128.881   267.975
    163.1   134.269   281.565
  157.494   142.714    262.14
   183.15   130.718   252.834
  139.223   153.477   245.453
  186.801   137.246   245.298
  211.984   133.026   266.546
  166.813   135.555   260.028
  183.474   125.143   254.901
  169.307   132.475   276.317
  229.723   138.149   277.854
  144.365   131.711   270.677
  193.614   134.054   268.165
  153.237   140.058   235.794
  169.401   131.528   261.152
  225.604   133.857   278.012
  197.098   119.134   261.897
  203.047   128.009   246.369
  138.235   141.485   259.276
  190.775   128.699   256.021
  163.521   141.851   273.997
  220.651       137    263.23
  141.383   128.789   273.975
  150.567   151.886   249.899
  212.847   136.568   288.743
  161.087   150.947   281.859
  166.222    117.69   263.464
  135.751   129.705   256.717
  212.492   135.288   276.659
  154.239   139.864   247.695
  172.473   150.964   273.908
  179.209   146.058   256.588
  214.447   131.268   258.382
  171.127   143.464   251.582
  218.866    128.59   267.227
  154.632   123.788   254.151
   194.72   138.871   253.792
  148.186   133.716   270.626
  215.817   120.765   273.051
  232.508   129.366   277.135
  187.512   151.256   279.617
  160.904   151.272   252.528
  156.581   149.234   289.641
  166.933   123.644   243.521
  199.603   136.285   252.566
  214.984    130.67   279.791
  180.858   141.663   256.955
  159.909    132.42   270.595
    158.1   136.161   255.536
  189.634    135.87    267.24
   134.29   133.509   256.255
  193.089   135.275    269.33
  133.201   132.788   255.629
  234.636   136.209    285.71
  229.947   135.601    274.98
  216.429   129.186   271.372
  214.744   139.622   258.232
  214.904   136.575   255.248
  148.171   121.649   266.492
  131.179   141.727   252.937
  151.597   136.238   273.701
  218.384   144.385   265.044
  151.437   135.536   268.555
  185.937   149.122   279.215
  168.454   132.105   261.063
  175.383   141.329   268.121
  149.082   121.018   266.159
  168.853   142.299   271.614
  129.917   129.977   251.393
   215.86   152.846   266.451
  196.159   125.952   269.459
  204.872   136.258   267.351
  201.345   128.052   252.715
   197.72   125.887   265.246
  207.877   144.446   289.641
  215.741   126.175   282.218
  173.054   137.315   288.934
  205.175   145.175   296.641
  179.684   122.578   255.614
  147.598   148.386       253
  161.512   128.051   250.473
  229.078   133.662   289.523
  141.272   135.442    264.46
   170.16   124.847   262.785
  156.041   132.345   281.258
  199.464   120.333   266.839
  173.797   138.529   247.019
  177.223   123.977   258.446
  171.914    132.69   268.359
  191.438   143.177   254.549
   199.66   127.751   271.531
  119.794   120.182   233.633
  205.519   143.723   260.379
  216.269   129.123   261.607
  146.435   128.896   257.457
  155.755   125.606   269.406
  175.915   140.249   267.229
   151.01   137.212   266.314
  217.366   122.446   258.313
  197.746   132.552   272.322
  147.366   143.116   247.129
  180.019   157.905   243.587
  158.744    145.41   290.234
  218.531   147.802   259.294
  186.959   121.875   269.588
  185.079   113.531    249.36
  165.014   125.004   282.582
   140.49   145.769   270.251
  173.122   138.415   256.681
  198.494   142.502   267.967
  223.861   141.284   270.309
  223.181    136.74   280.472
  134.346   132.143   261.586
   193.36   134.977    266.62
  138.538   134.794   260.043
  207.584   129.439   251.815
  219.192   134.432   270.285
  181.889   131.734   248.473
   154.78   129.798   254.863
  196.197   126.759   271.189
  158.285   134.182   271.884
  152.923   149.034   265.945
   189.62   139.723   255.072
  222.501   143.727   261.624
  154.939   135.611   253.152
   205.15   122.579   257.663
  211.376   122.347     269.5
  181.652   136.433   241.571
  195.861   132.248   238.761
   198.78   141.421   245.942
  192.289   124.551   255.127
  146.398   125.107    265.88
  208.903    134.25   266.078
   233.75   153.488   290.388
  203.776   136.776   254.446
  174.008   138.867   263.368
  168.055   137.933   259.248
   183.31   152.679   257.026
  168.787   134.858   260.931
  151.378   128.555   277.327
  164.928   139.489   263.335
  210.259   132.202   270.122
  215.485   135.553   282.904
  161.459   142.054   257.457
  204.451   137.327    258.66
  162.724   159.019   273.025
  213.428   153.263   279.013
  206.807   123.446   270.591
  199.123   127.657   285.621
  164.996   150.674   293.002
  141.115   140.876   261.596
  156.167   141.072   282.444
  171.779   136.542   272.538
  202.487   128.849   243.987
  172.605   141.393   257.824
  215.945   132.697   259.224
  161.066   138.484   256.477
  217.611   126.942   281.874
  165.354   127.898   278.835
  139.429   142.915   249.656
  159.943   149.396   264.943
  126.015   128.874   249.151
  137.217   122.283   245.655
  145.124   146.199   265.102
   124.81   138.141   249.134
  199.158   124.405   292.041
  212.498    130.27   255.207
  169.438   155.517   257.136
  166.285   143.868   286.647
  224.709   129.061   271.441
  162.066   125.347    264.97
  158.555   143.337   223.293
    181.8   140.777   245.649
  214.503   146.715   258.204
  142.182   123.068   248.442
  186.163   154.155   253.879
  184.891   146.042   265.746
  181.524   126.804   252.186
  136.566   140.514   264.069
  226.018   127.904   273.981
   221.38   132.377   271.665
  189.869   127.534   253.837
  191.796    152.81   232.389
  183.568   123.744   230.629
  195.063   145.738   285.137
  140.467   137.001   246.807
  164.091   128.652   269.421
  154.415   118.081   263.415
  223.951   144.469   281.179
  194.093   143.281   266.152
  136.184    124.95   251.942
  151.965   146.922   274.401
  185.007   149.243   249.148
  213.583   135.055   282.061
   204.53   134.968   270.648
  161.263   136.543   258.906
  189.943   145.516    274.25
   187.92   128.232   270.151
  172.426   137.651   285.758
  169.373   132.145   264.769
   131.09   131.081   254.203
  161.654   141.086   242.939
  211.291   136.916   291.438
  205.586   126.069   260.504
  163.001   146.446    251.16
  176.052   115.848   272.985
  214.064   128.654   285.963
  224.722   115.769   276.911
   135.86   142.128   259.927
   207.99   137.572    256.49
  163.104   137.892   257.391
  142.933   148.062   274.783
  162.573    137.36   269.717
  178.212   127.468   270.988
  193.076    120.93   292.023
  158.062   133.804   246.631
  181.408   126.646   271.931
  171.677   127.077   260.345
  161.984   146.205   266.749
  195.693   129.399   266.567
  143.213   145.331   242.672
  137.492   133.089   263.853
  149.377   139.939   267.861
  186.461   135.532   246.194
  171.805   136.714   252.398
  224.021   148.498    268.49
   176.44   151.357   282.583
  219.915   137.983   278.842
  195.365   139.275   269.873
  207.128   139.023   272.295
  195.002   133.769   268.447
  178.157   148.147   264.517
  167.333   124.375   272.531
  192.001   151.995   260.018
  149.973   126.906   278.501
  211.388   133.657   251.336
  177.675    128.93   254.507
  217.384   135.924   288.921
  164.816    116.82   267.323
  212.526   127.726   251.907
  157.312   129.894   267.173
  221.672   119.427   270.659
  217.668   126.917   255.933
  224.672   123.423   282.606
  188.794   137.264   270.854
  186.659   133.925   273.709
  147.224   130.061   253.686
  199.469   130.213   280.004
   131.32   144.452   257.226
  176.867   135.662   270.874
   146.28   138.716   266.825
  204.528   130.349   251.925
  202.259   125.517   260.445
  150.366   134.267   270.087
   197.97   140.476   275.947
  177.537   131.579   257.388
  172.666   134.737   276.154
  183.372   125.426   257.823
  147.689   120.875   272.635
  196.788    139.82   275.907
  148.529   120.736   274.751
   214.55   119.315   268.374
  152.832   132.638   258.854
  139.076   144.116   240.573
  158.328   139.004   254.019
  180.161   146.404   265.798
  218.951   128.558   272.803
  162.101   132.963   273.972
  203.168    147.71   256.446
  136.341   116.097   250.543
  165.927   136.606   257.427
  128.118   145.035    252.97
  144.832   127.227   267.723
  225.916   139.083   266.063
  194.108   131.015   283.517
  202.462   135.426   264.162
  172.837   138.072   271.126
  153.315   132.555   257.003
  195.804   127.216   261.472
  177.831   137.431   278.499
  204.814   127.717   251.591
  150.096   134.235   256.978
  221.277   126.019   263.185
  187.784   134.324   273.475
  219.412   134.373   262.964
  180.922   141.087   265.972
  210.055   133.674   257.958
  188.197   135.574   249.554
  215.665   130.998   261.556
  203.795   140.187   246.761
  137.943   131.791   243.437
  203.099   132.367   250.589
  206.838   158.132   263.543
  193.576   139.733   260.652
  158.628   129.406   282.797
  182.533    133.38    275.46
  204.199   129.074    263.09
  146.279   142.596   262.124
   192.22   137.756   276.016
  234.134    126.22   280.874
  142.995   144.155    255.83
  141.755    135.85   269.178
   148.09   120.234   267.672
  197.841   123.634   250.715
  145.883   142.238   245.979
  157.983   129.178   268.136
  164.335   122.691    258.63
  202.961   141.903   256.131
  189.627    119.58   271.378
  165.071   116.207   271.115
  219.743   132.595   283.318
  196.117   135.681   243.111
  146.011   138.667   262.846
  209.907   138.218   264.619
  191.706   157.355   275.541
  194.285   144.058    263.71
  169.983   132.554   295.211
   157.41   142.673   251.413
  224.669   125.076   267.474
  157.413   140.247   264.354
  161.033   142.475   258.191
  224.483    144.23   282.429
  209.255   135.068   259.092
   216.96    130.05   259.054
  177.766   125.565   262.923
  205.875   137.028   259.518
  201.893   127.691   278.368
  158.699   124.626   275.142
  193.625   130.326   274.752
  139.254   145.418   238.642
  196.101   146.131   255.965
  210.253   140.516   287.516
  134.943   134.865   256.581
  190.508   130.607   257.011
  229.369   129.351   272.188
  151.371   137.587   268.726
  205.801    129.75   267.354
  197.392    144.68   266.432
  196.678   137.129   228.079
  6.84735   95.9522    351.68
  64.2799   84.7151   346.032
  5.47987   98.5007   358.254
  7.60966   97.1905     9.195
  17.0747   97.9577   1.47196
  15.2873   109.656   3.59338
   76.526   101.712   337.008
  15.3389   87.6402   341.828
  20.1916     88.77   3.18524
  52.3804   93.8928   353.003
  74.6951   90.0834   2.64807
  66.9264   89.7226   2.46723
  39.9156   89.7675   347.159
  14.3136   87.9721   349.139
  40.5734   82.8886   358.628
  51.2284   80.9026   359.292
  11.9749   91.4369   7.83845
  65.0733   87.1901   353.025
  4.47436   102.851   347.269
  5.85532   80.0741   357.485
  86.0331   92.3118   1.24154
  72.5222      76.2   359.758
  18.2314   86.0004   357.996
  52.5558   80.5162   351.897
  58.3813   93.5513   353.205
  14.0956   84.0573   6.14543
  33.0275   87.8091   357.149
  71.4405   92.1042   351.998
  40.9011    98.027   359.182
  81.5838   75.7686   7.26716
  80.7569   77.9357    358.29
  26.8854   76.9007   349.131
  19.4511   81.6195   6.51734
  8.60779   91.6924   9.90937
  54.9529   105.042   326.625
  42.9987    91.165   358.812
  37.2302   78.9813   352.881
  58.3995     96.58   348.142
  44.2728   98.4269   344.187
  58.5539    89.862   355.707
  20.2013   89.4075   353.239
  70.7145   92.2953   355.424
  59.2344   91.6009   2.59352
  66.1283   83.0291    353.28
   74.465   92.1217   7.70514
   43.757   99.1155   350.313
  1.06681   96.6532   7.39759
  63.0522   86.9597   348.163
   13.316   84.0457   356.824
  68.5003   102.389   10.2713
  59.7229   77.5364   345.656
  88.6883   77.8847   344.533
  45.5013   83.9964   348.514
  78.6606   93.8799  0.728509
  2.78528   84.6458   354.985
  70.9198   105.893   13.9038
  40.0677   88.2005   10.4694
  69.5184   81.0568   348.423
  20.9624   81.6164   3.87172
  42.5822    77.181   357.072
  12.9964   72.1551   5.34754
  5.93161   96.0762   357.251
  15.6058    98.064   345.852
  24.7045    83.418   350.358
  55.9718   86.2227   3.68269
  21.5488   70.0683   346.643
  65.1871   78.0652   1.34941
  75.7354   92.3214   355.186
  35.1136   87.2104   356.607
   54.938   90.9331   7.08273
  25.9814   97.3744   350.047
  84.9058    93.413   345.824
  5.23912   95.3478   353.811
  56.1855   92.3745   353.625
  38.6344   71.2092   1.84983
  36.8781   90.5156   359.047
   80.891   96.9824   348.221
  64.8985   99.3342    7.8185
  79.5228   83.7102   8.79968
  7.45641   82.9249   352.461
  61.5566   89.3978   3.75255
  21.6561   88.9642   345.604
  86.7473   87.8531    354.04
 0.116495   99.2038   353.746
  28.8167    72.628   347.032
   59.429   98.5518   340.279
  13.1887   84.0337   336.808
  33.3005   101.326   7.95175
  6.10704   89.1751   2.63283
  68.7223   95.2577   348.166
  31.4764   78.0137   358.221
  31.1388   81.7857   339.968
  51.0057   78.7904   349.912
  83.7512    89.135  0.621635
  46.2343   78.0133   353.793
   82.364   95.8889   357.879
  26.5492   91.2873   8.52953
  67.5885   81.8357   356.738
  8.99198   93.8064   352.524
  76.2988   104.906   359.573
  88.8558   100.241   351.416
  41.4939   83.1845   337.553
  36.8904   74.0122   346.862
  2.12628   87.4024   334.228
  44.5544   84.1461   13.7465
  73.0286   82.7247   359.326
  69.1861   100.351   348.963
  51.7912   81.7044   353.257
  20.8017   94.7718   353.391
  29.5109   84.4284   358.164
  52.8401   90.5989   352.869
   5.0554   86.4913   359.913
  54.7862   92.0249    352.19
  4.34406    86.591  0.762221
  83.7059   97.8923   342.318
  87.4376   94.3009   348.924
  76.9943   97.6068   355.065
  84.5544   83.6296   354.321
  86.5443   84.0158   357.963
  12.8499   100.459   3.19288
  5.02479   79.6925   354.746
  10.0266   93.2516   349.234
   83.533   83.5066   347.942
  13.6941   91.4671   352.421
  40.1244   84.8398   338.922
  35.9884   90.0769   358.667
   38.014   86.9962   348.724
  14.0549   100.706   3.85109
   28.843   87.6936    346.46
  3.58337    85.786   4.93573
  80.8643   78.0454   341.352
  58.3701   99.0305   358.375
  67.9947   90.3678   352.546
  74.1269   87.7613   5.86393
  62.7514   96.7239  0.913483
  53.4068   91.7224   336.291
  68.6368   105.148   349.884
  19.4311   97.9408   339.824
  44.8303   92.6006   332.286
   50.807   92.9993   8.71452
  22.5715   75.8434   349.184
  35.6219   86.3437    6.9182
  75.2479     101.4   341.089
  6.46905   89.5503    354.56
  36.8553    96.007    3.0702
  8.94664   99.5625   347.094
  64.1031   101.604   3.91971
  51.2613    78.362   359.613
  46.6351   93.9259   6.12119
  34.3942   93.4749   354.443
  64.3252   79.6159   352.968
   60.247   98.7773   355.912
   1.5588   78.6357   21.0411
  74.1466   81.9591   350.315
    83.49   92.4005  0.580937
   16.321   90.1334   2.88688
  18.0394   99.2575   358.643
  39.1811   87.4027   349.874
  14.8884   89.1871   352.405
  86.9456    94.836   7.36118
  57.3768   95.4946   352.329
  25.6386   75.9798   355.591
  65.4617   67.4285    342.74
  3.77173   90.9966   335.572
  88.5114   78.8363   347.583
  49.5963   102.113   1.09196
  59.8056    94.042   19.2751
   17.807   106.292   350.286
  1.69622   84.5377   344.806
  43.9261   83.6182    355.91
  61.2907   86.0699   347.997
  84.8288   87.9411   347.733
  76.3828   95.5725    345.15
  1.52929   90.3368   358.376
  57.0198   90.9476   353.799
  6.80333   87.7248   357.168
  80.9646   86.3668   5.17597
  80.2185   93.1052    352.24
   57.482   82.9685   4.78189
  26.3013   88.0099   3.45877
  57.1263   99.3517   356.777
  18.1496   94.0374   351.529
  17.8283   80.5698   344.269
   61.686   81.9783   355.541
  90.1916   82.5057   349.817
  27.9077    83.455   359.624
  75.0996   94.3315   7.61463
  74.0049   101.715   0.82167
  62.3033   76.2807    3.3938
  77.3579   76.5448   8.16119
  77.5405   76.2454   357.471
  63.6323    91.447   7.43013
  11.0842    97.641   1.09893
  72.9582   91.2041    354.58
  78.8058   83.7086    332.08
  75.9795   83.4586   358.145
  40.0699   86.6243   352.629
   37.018   85.2382   355.172
  55.9851   74.9094   344.397
   36.442   88.1503   356.698
  7.67284   100.982   351.782
  31.0421   86.1771   352.195
  71.5033   94.7068   353.799
   66.842    97.476   344.354
    32.07   81.6972   352.753
  73.7889   85.3345   355.892
   23.173   75.3341   335.031
  68.0663   81.3684   336.646
  68.5518   101.516   359.375
  49.1322   105.304   346.678
  7.73982   86.7771   332.101
  8.58516    84.416   351.946
  7.63713   92.6059   341.729
  31.0723   92.5113   349.669
  80.4047   81.6867   9.10743
  42.8764   82.2933   353.122
  84.7147   88.6707   359.132
  32.0195   83.4696   355.942
  70.6627   104.354   349.692
  20.5969   102.209   351.193
  15.8369   77.3688   354.922
   25.691   79.9503   344.373
 0.952544   85.0231   6.84829
  13.6629   86.3888   13.9136
    10.39   82.2512   346.622
 0.781122   79.7499   359.157
   44.383    110.59   343.426
  83.8168   87.9213   2.92491
  42.6686   73.2379   342.012
  14.2929   91.4493   338.118
  85.2359   97.7367   355.106
  27.3227   96.9452    1.4581
  53.9857   62.8234   1.33091
  60.6308   76.4224   358.136
  85.1641   79.0766   348.819
  17.2215   87.8859   11.9419
  61.7599   72.9036   344.011
  49.6408   82.6169   346.478
  54.5837   88.1786   7.11432
  2.19197   85.8023   351.129
  84.8407    99.896   354.304
     81.5    95.318   352.816
  61.9678   88.7803   5.73449
  84.5989   64.8745   349.739
  67.3984   74.7403    18.984
  44.3033   89.3909   337.986
  17.8166   79.0647   1.00374
  26.0737   97.0065    356.57
  21.4661   101.028   7.69038
  76.4099   89.3188   340.581
  58.3164   84.7511   348.255
  9.34845   89.1335   8.71553
  9.94235   85.1156   342.289
  63.1729   73.7071   349.583
  65.6405   97.5885   345.127
  65.2727   92.8688   351.693
  30.3846   85.9737   356.377
  47.9755   86.1709   343.224
  49.4291   97.7011   356.422
  21.3684   96.6473   341.584
  34.3863   92.0358   356.738
  3.07119   86.8211   2.76187
  42.4383   74.7901   358.747
  55.6299   99.0313   338.441
  73.6355   93.8131   3.43111
  38.9868   76.1264   351.411
  37.5492    108.58   2.98597
  63.6669   104.572   345.923
  83.5584   110.921   0.17113
  4.66274   82.8071   351.706
  78.8568    84.051   356.648
  33.3693   84.3157   356.013
 0.668092   84.3409   341.424
  23.9536   90.6416   350.607
  39.2078   98.7113   356.429
  38.9267   113.719   345.058
  35.0455   80.6945   3.80033
  41.8306   99.8248   356.394
  39.7812   93.0445   2.76519
  25.9661   82.8909    345.96
  59.5893   94.9496    357.69
  25.2781   72.6187   354.943
  3.11934   90.8931    356.54
   12.162   87.9056   349.789
  63.9753   79.4985   2.49572
  45.3892   82.3765   359.048
  86.8392   81.8705   343.682
   27.962   83.8697   336.292
  74.3353   93.9258   345.377
  56.6309   89.2717   349.265
  66.5634    90.489    348.22
  57.3801   92.7217   353.668
  44.0898   80.6621   345.438
  27.6176   101.872   357.512
  62.1113   76.4213   344.054
  5.59514   102.863   352.004
  85.3668   83.5795   1.97811
  49.3944   88.3329   4.31021
  63.8657   99.1827   340.459
  29.7256   104.398   6.14982
   85.778   87.4479   6.50922
  20.7628   94.9135   357.008
  83.9938   104.541   2.09274
  88.5016   90.4701   5.17707
  77.7078   107.631   351.166
  49.3308   91.2193   350.087
   45.187   95.0658   350.673
  19.4858   87.1375   3.80918
  53.5552   100.821   349.088
  2.40026   80.0757   350.958
  37.4217   92.4455   351.119
  9.80779   88.3358   351.119
  77.8905   85.8923   4.39387
  70.3734   94.1458   3.87459
  11.5424   93.1359   352.455
  54.5868    90.799   345.467
  47.4931   88.3656  0.866784
  29.3113   95.4892   348.783
  53.0957   92.5962   5.34961
  8.43617    104.59   359.779
   53.443   91.3104   345.879
  7.83805   105.866    358.43
  78.3721   103.262   3.66976
  21.8464   88.5045   359.355
  22.3343   72.0999   356.659
   31.053   81.8739    356.54
  44.9044   82.3795     346.2
   78.553   98.8047   354.612
  20.4915   95.9373   351.123
   75.344   77.7118   348.631
  10.3942   93.4208   16.5579
  36.0755    85.158   356.989
  2.47372   77.7686   352.003
  8.10063   97.1487   358.535
  90.0133   87.7244   351.226
  45.3771   101.585   346.358
   67.869   89.4131   354.718
  33.1611    90.723   349.425
  23.5492   87.5205  0.301492
  63.1865   93.6157    2.0566
  32.5404   94.2494    345.88
  78.2517   87.2533   6.66599
  20.4155   86.4327   359.019
  87.6323   95.4373   1.99062
  46.4648   94.6493   350.554
  85.6525   89.5378   356.065
  45.1609   86.2466    349.87
   79.696   87.3336   358.996
  63.5376   81.4353   1.14094
  82.8777   91.0987   359.232
  81.7381   77.3339   358.271
   16.589   79.7827   6.79531
  77.4376   83.8918   3.35195
  75.2555   73.5424   338.238
  61.6533   84.7383   353.204
  10.6443   102.667   347.701
  39.7861   96.2736   350.004
  70.4481   93.2724   359.827
   13.492   83.4907   350.452
  48.8364   93.0093   347.054
  88.0572   104.513   350.795
   15.077   79.6224    351.71
  3.55159   91.5249   351.887
  12.2154   102.178   3.46532
  71.6713   89.1014    10.377
  24.7913   75.8422   356.738
  20.8158   95.9442   356.956
  33.7134   94.8794   7.00027
  74.5218   81.1564   353.391
  51.4464   104.846   1.50608
  27.7132   107.189   4.04409
   71.011   100.158   345.652
  75.6326   77.5815   3.51572
  12.4421    86.514   353.013
  75.0369   87.6705   352.514
   49.739   77.2136   335.369
  60.4263   83.1772   348.727
  11.5064   104.092   337.655
  32.5044   78.3825   354.515
  88.3088   98.5716  0.176382
